github,message,,,
https://github.com/vmware/xenon/commit/c07f6a34a0f6a90892edd4e9323257f128f89c9e,"Command line parameter to enable request logging

Change-Id: I6c9154b74d9637d7441a117d78a4f34224e8c16a",,,
https://github.com/vmware/xenon/commit/6efa659ec68f19b4ab1eee8829794037d5ee808e,"RejectedExecutionException bug fix

https://jira.eng.vmware.com/projects/VRXEN/issues/VRXEN-34

Changes:
* One to one match between RoundRobinQueue and ThreadPoolExecutor queue:
  Queries use QUERY_QUEUE_DEPTH, updates use UPDATE_QUEUE_DEPTH (both are
  configurable). handleQueryRequest() and handleUpdateRequest() now handle
  a single pending operation.
* Default QUERY_QUEUE_DEPTH has been increased 10-fold, and now matches
  UPDATE_QUEUE_DEPTH (10 * Service.OPERATION_QUEUE_DEFAULT_LIMIT == 100,000).
* Indexing executor now uses the correct thread count: UPDATE_THREAD_COUNT.

Change-Id: I1eeb815374a24aaed0d6de5560b2829777ce2c3a",,,
https://github.com/vmware/xenon/commit/9dd6b3f33a7c2201470f4e6fe5134d2e6cbc80eb,"Allow OData queries with $count, $limit and $select

http://127.0.0.1:8000/core/examples?$count=true&$limit=50&$select=name,tags
fails with java.lang.IllegalArgumentException: EXPAND_SELECTED_FIELDS is
not compatible with EXPAND_CONTENT] because option EXPAND_SELECTED_FIELDS
is first added to the query, then EXPAND_CONTENT is added assuming no expand
fields option was added previously. The fix is not to add EXPAND_CONTENT in
this case.

cherry picked from commit 6cab534d5f37f68c6de9b5771cacf5ae26eb8d26

Change-Id: I2279a26c9ec0523c53d27b676a3c75f907b4e32f",,,
https://github.com/vmware/xenon/commit/d4933a5a1b65d276463173cf3415ab36dd572f8a,"Reduce and improve logging

Reduced 1X and 3X node-selector logging because most of these logs
were node-group related logs which default node-selector gets as well
and no need to display the same information multiple times for each
node-selector of default node-group.

Removed logging at other places where it was obvious from the context
or the same information was getting logged at other places or it had
not benefit.

Minor improvement in MigrationTaskService logging

Change-Id: I3a069e467e5e4ec49cd276e0c53cfd82dcf64708",,,
https://github.com/vmware/xenon/commit/aea62761864d1f3df09d2ccf074b366a9ec58da9,"Make startService(post, service, op) protected

As requested by the Tango team.

https://jira.eng.vmware.com/projects/VRXEN/issues/VRXEN-33

Change-Id: Ib2bed4a62b5c285d8b7e91dc7a2e406b7b024d0a",,,
https://github.com/vmware/xenon/commit/29b9515e728991a2a0755662fa8179a289976c37,"Small fixes in logs

- fix string format in serviceActive()
    Uncaught exception: java.util.IllegalFormatConversionException: f != java.lang.Long;
- add stacktrace when error in performMaintenanceStage() occurs;
- Utils.toString(Throwable) will work for null.

Change-Id: Id7ca78e773f74ac2d3168f73759654bd311c905d",,,
https://github.com/vmware/xenon/commit/3661c7a73488f27f2b5071aca995ab49b0fa60a2,"Upgrade to lucene 7.2.1

""Substantial performance gains for delete and
update heavy Lucene usage; see
http://blog.mikemccandless.com/2017/07/
lucene-gets-concurrent-deletes-and.html""

Change-Id: If89ec3decb677b2d101bdff1134d594961c89030",,,
https://github.com/vmware/xenon/commit/7c12d5ea106be615a985b3129f41dd96473f1105,"Update CHANGELOG

- Update entry to 1.7.0-SNAPSHOT
- Add entries for 1.6.1

Change-Id: I42088fe438996f7ba37465eef03977775dbdaa25",,,
https://github.com/vmware/xenon/commit/f650ac731403cfd560291823c5a44150abdf00b3,"Mark 1.7.0-SNAPSHOT for development

Change-Id: I52bbeedc43bb8a51fbc9b65d49ba24990ad01554",,,
https://github.com/vmware/xenon/commit/43102ee32015f3645dc3fb2d3d09b3a624a26708,"Fix to return null body response for forwarded request

When forwarded request has null body in response, it was returning the original
request body to the caller.  This was due to null check when it populates
response to the caller from forwarded request.

Removed null check and always set response body from response of forwarded
request.

Issue: VRXEN-40
Change-Id: I348d0ba06dc4c69e483185245998d9c3674b1c00",,,
https://github.com/vmware/xenon/commit/021c1fe9df2b69b40499ff321a3c02d98876dd5e,"Remove null body check in replication

When response operation has null body, it was skipping the replication.
When triggering replication, there is operation body check, even though
actual replicating data comes from linked state.

This introduced a bug for the usecase when user sets null on response body
in order to reduce the response size over the wire.
If service is owner-selected, since data on owner node was updated and all
requests route to the owner node, it was working fine. However, when
ownership changed to another node, it starts responding with stale data
since replication was not happened.

In this changeset, removed the operation body check and allow null body in
replication path.

Issue: VRXEN-32
Change-Id: I2f6384d5ed4ea06b8b94525898324a5fdd6ab375",,,
https://github.com/vmware/xenon/commit/da25678c840a53f78c9c4d4d83ef3227da3df15d,"Use broadcast + owner_selection query in migration

As part of documentOwner removal, changed migration task to use broadcast
+ owner_selection query instead of its own document owner filtering logic.
Also updated broadcast + owner_selection query to support custom
node-selector.

Removal:
- `migrateMismatchedOwnerDocuments` option in migration request
- `ownerMismatchDocumentCount` migration stat entry

Change-Id: I91e2aab316b579fa61c4ef2823b034ff544dd063",,,
https://github.com/vmware/xenon/commit/9f1827cceda782c93a11b4459f8c0ac333545b16,"Populate ""queryTimeMicros"" field for broadcast query result

Previously, this field was not populated when it is a result of broadcast
query. (Half calculated but not reflected to the result.)
Since this field is used by migration, need to be populated for broadcast
query result.

Change-Id: I4b820dce68cd942ea8c73c1bdbd26d579987a977",,,
https://github.com/vmware/xenon/commit/3a82f3528e84f091af8fb294d18b3562f421f00a,"Checkpoint based synchronization

Checkpoint is a timestamp before which all child
services got synchronized across peers.
Checkpoint will be generated and updated periodically
for persistent service if checkpoint enabled.
When checkpoint provided, child service query will
be bounded by last minimum checkpoints across peers
in order to reduce synchronization workload.

Checkpoint is enabled for persistent service
when isCheckpointEnabled=true

Checkpoint update period, query limit per scan
and comparison epslion for clock skew is configurable
as xenon property

demo test TestCheckpointService#checkpointBasedSynchronization

Change-Id: Ib97df68795d068b6ee296420fbb4826aba4eb61e",,,
https://github.com/vmware/xenon/commit/71a1ca0f7c934da332dae279f50f9a02abded618,"Consolidating attached services' data structures

We have several data structures for managing services' in-memory state:
* attachedServices, which is shared by ServiceHost and ServiceResourceTracker
* cachedServiceStates, which is managed by ServiceResourceTracker
* persistedServiceLastAccessTimes, which is managed by ServiceResourceTracker

This change consolidates those into a single map by introducing
AttachedServiceInfo.

Motivation:
* Increased clarity
* Preparation for locking-based concurrent start/stop

This change does not have any functional implication - it is a mechanical
refactoring.

Change-Id: I12fe8c8b2e30ab955f4022dd6844d5bf9209c05c",,,
https://github.com/vmware/xenon/commit/08235fd3733039b7cb415c8e7e264ea3a1a3dd47,"Make OWNER_SELECTION query calculate owner on-the-fly

Changed `OWNER_SELECTION` query to calculate document owner on-the-fly instead
of using `documentOwner` field.
Also, added `ServiceHost#findOwnerId()` that performs owner selection
synchronously.

Change-Id: I692ad4c7757b4bc3b34542d005967ed36617cc57",,,
https://github.com/vmware/xenon/commit/f663b09422d947b58bc520c0c27ff32c12320783,"Continue processing maintenance for-loop in OperationTracker

Previously, OperationTracker finished iteration when it found a single
pending operation in maintenance; however, the loop should be continued to
finish checking all pending-service-start-operations and
pending-service-available-completions.

In this commit, updated to continue the loop instead of `break` it.

Change-Id: I2b110e1d391f285c343f9bcf66d6996a19df5f4f",,,
https://github.com/vmware/xenon/commit/9d19fc7e3d9177ee8762a2e06d2b8b12d27abd1f,"Consistent behavior of DELETE non-existing service

Fix inconsistency around the behavior of a DELETE of a non-existing
service - some tests asserted the DELETE should succeeed while others
asserted the DELETE should fail.

I embraced the approach: DELETE of a non-existing service should
succeed; and updated the implementation and tests accordingly.

Change-Id: Ifc11af79ba58564a501ed662a2ae7c055d37d745",,,
https://github.com/vmware/xenon/commit/e7344c8c5274aee3d91a622fbf8a1949208fdecd,"Fix in testClientDisconnects

TestEventStream#testClientDisconnects fail intermittently
because the server at times succeeds in pushing events to
a disconnected client. This seems to be a bug in Netty.
Tracking this through a github issue with Netty:
https://github.com/netty/netty/issues/7516

For the time-being, I have added a waitFor loop in the
test and that seems to address the intermittent failures.

Change-Id: Icc2cb25fc2879efa16fe768fa2cc8bd929c99140",,,
https://github.com/vmware/xenon/commit/2832a075e4091e9ad3d2798c1edad8d910c940e2,"Disable aggressive cachce clear in test

Temporarily disable aggressive cache clear in TestServiceHost.
verifyOnDemandLoadUpdateDeleteContention to prevent repeated
failures of onDemandServiceStopCheckWithReadAndWriteAccess in CI,
until we have a proper solution.

https://jira-hzn.eng.vmware.com/browse/VRXEN-21

Change-Id: I1c78062301cca1922c9f416a8c89614d0ec23023",,,
https://github.com/vmware/xenon/commit/0910a74b80265617d2d0a3d0d2e5d29616d44fba,"On-demand start bug fix

On-demand start of a Stateful, persistent, non-replicated service that
does not exist leaves an attached service instance footprint in memory.

Typically when the target service of an operation is a child service
of a persistent factory, on-demand start kicks-in, but fails because
the service does not exist. The detection of non-existence typically
happens in the synchronization phase of the service start sequence.
However, in the case of a non-replicated service, synchornization
is skipped, and we ignore the non-existence. Note that even without
the fix the on-demand triggering op fails, as it should, as linked
state loading fails. However, memory footprint is left - the attached
service instance.

Added a test to cover this case.

Change-Id: I06238e135d3fe80756e6e90365821d5b9ad9308b",,,
https://github.com/vmware/xenon/commit/3fbc20cacafac02e7f0623eed7c1b81fe33fda1e,"Guard against NPE while updating tombstone time

Change-Id: I53ce85ae34a3ced4442a433d19ffaa3e1336c8a5",,,
https://github.com/vmware/xenon/commit/f299b7a6df7cc7467375ec3881e1d4955e72bdaf,"Fix a few races in the tests

* TestSendWithDeferredResult: executing a handler does not complete()
  the future. This causes 1/2000 failures in testRecover test.

* Catch a trivial NPE condition in applyMetadataIndexingUpdate()

* Wait at least one maint cycle of the indexing service for
  the STAT_NAME_DOCUMENT_EXPIRATION_COUNT to get populated.

Change-Id: I5b29c5041ef99918055b1cfb0c00b3c497313962",,,
https://github.com/vmware/xenon/commit/c3db64b41c09f8fcf76fca32ea72cf1c5ea65335,"Deserialize services only when populating query-pages

When next-page availability is computed there's no need to populate
the response (kryo->object->JsonElement).

When computing counts, fetch less data from the index.

Change-Id: I2393711d65dc357177c42abfb029b67de181a3c2",,,
https://github.com/vmware/xenon/commit/bdc682145ac08b78a032cfb413d838a8feebf5e0,"Fix trivial bug in TestTransactionService

Change-Id: Ib284e57ccd8e56c06497a3d2669950172f131c80",,,
https://github.com/vmware/xenon/commit/ca4b465b67dbf417af226b0629ccbdd90916ec64,"Fix race condition in TestQueryTaskService

queryTaskWithContiniousStopMatch() did not wait
for the indirect query task to be created and
active at the index service before invoking
document mutation operations

Change-Id: I8ff1c5dce418dbc0ad5c451e0dfd47b4e55367fd",,,
https://github.com/vmware/xenon/commit/5692cb0383f3fc4693fabb8aa9209569909b7852,"Optimize pagination for small resultLimit

Queries for latest versions (those without INCLUDE_ALL_VERSIONS) fetch
data in chunks  of  DEFAULT_QUERY_PAGE_RESULT_LIMIT=10000 to account for past versions.

This change loads data progressively, every time doubling the maxHits,
starting at the user-provided requestLimit*2 until it
reaches DEFAULT_QUERY_PAGE_RESULT_LIMIT. The downside is that the the
stat STAT_NAME_ITERATIONS_PER_QUERY cannot be precisely calculated.

Remove the warning for setting resultLimit too low on COUNT queries and grow
the resultLimit the same way as for paginated queries.

Change-Id: I5a2490a140cb87b35d9eadb2d92ce53a7161d808",,,
https://github.com/vmware/xenon/commit/092ea98105040e68c6bd0bdf89b86d149dfad1b1,"Lazy de-serialization of inbound requests using kryo-octet-stream

Currently, Xenon tries to deserialize inbound requests with
content-type set to kryo-octet-stream in the Netty layer.
This change modifies this behavior by making deserialization
happen on-demand, only when operation.getBody is called. For
now, this change is being made specifically for content-type
using kryo-octet-stream. However, we would like to pursue
this direction for other content-types in the future.
In addition, this change also restricts deserialization of
kryo octet streams only for System User.

Change-Id: I7b6435185b47bf8b83a6c8819075d70404b03c38",,,
https://github.com/vmware/xenon/commit/3499bc75efa53eba12b87313270e46484feec9be,"Fix typo in QueryOption.CONTINUOUS_STOP_MATCH constant

Change-Id: Iadc841890635efa8f5a209187ef4f6e2975b8368",,,
https://github.com/vmware/xenon/commit/60f7995343758d3c229e63324aa14c87a0476128,"Specify json content-type for error response

Force `application/json` content type for error response(4xx,5xx).

Change-Id: Id2eb600ab473f829f97b44a50d8e3b2ab9bb11d8",,,
https://github.com/vmware/xenon/commit/1564540f6484fcd3b8df67be28ffd4b3f05eb75d,"Synchronization of version history

Add support for synchronization of all versions:

* SynchronizationTaskService has an additional state field that controls
  whether all versions, not just the latest, should be synchronized
* 3 new pragmas have been added: PRAGMA_DIRECTIVE_SYNCH_ALL_VERSIONS,
  PRAGMA_DIRECTIVE_SYNCH_HISTORICAL_VERSIONS and PRAGMA_DIRECTIVE_SYNCH_VERSION
* SynchronizationTaskService drives synchronization of factory children as
  usual, except that when synch-all-versions is enabled - it sets
  PRAGMA_DIRECTIVE_SYNCH_ALL_VERSIONS on the synchOwner request it sends
  through the factory to the service owner
* A synchOwner request with PRAGMA_DIRECTIVE_SYNCH_ALL_VERSIONS is handled at
  the service owner side in two stages: in the first stage a regular
  synchOwner flow is executed. In the second stage only versions lower
  than the last version, if exist, are synchronized.
* NodeSelectorSynchronizationService uses a paginated broadcast + include-
  all-versions + numeric-range query to fetch the historical versions of the
  service and synchronize its peers.

While the infrastructure supports a per-factory config of synching the
latest or all version, currently only a global config is exposed through
the system property
xenon.SynchronizationTaskService.synchAllVersions.

Change-Id: Ia8bb28c99e51490ddbeef37e1b2b1f788cb7edb8",,,
https://github.com/vmware/xenon/commit/ddb4cbc09f11925287f40912b4d26fcece0827b0,"More robust impl of validatePermanentServiceDocumentDeletion

... in VerificationHost which now allow more than 10k documents to be
validated. It was missing resultLimmit+pagination but COUNT query
will work too and is faster.

Change-Id: I83646e161dae4166c7124181453966920901c566",,,
https://github.com/vmware/xenon/commit/7dd28db768a1a51a15cb27706ae37010690acfce,"Add test measuring throughput with read-only load

Change-Id: I0c52f924e3a7829a1363bee771e855cac5ae9de3",,,
https://github.com/vmware/xenon/commit/c9778ee7e24208f02e575f2f019189694f0f479f,"Disable failing TracingTest.testIncomingTraces

Change-Id: I4c1abd294bb32ffc4c3d000f35ca3265f110e144",,,
https://github.com/vmware/xenon/commit/a59e5d514e0e727f616a56c21e2ecde32ab0f25b,"Skip test in container when null image

When user provide no image path, skip test
in container

Change-Id: I286c5c1ca1c5cedae84d3be03fb8759266f11eb4",,,
https://github.com/vmware/xenon/commit/588d99ab5c42a8990eec2917318ea185a4bcd7ce,"Move paginated searcher cache to a manager class

Previously, accessing the paginated searcher cache is scattered around the
index-service code base.
In this commit, `PaginatedSearcherManager` class is introduced inside of
index-service and put all paginated searcher cache management into this class.
This doesn't change any functionality, rather it is a code cleanup of
index-service.

As part of the change, `PaginatedSearcherInfo` class is also moved to the
inside of the manager class.  Since this info class is internal to the cache,
ideally this should be scoped to private.  However, due to the references from
current test class, scope is kept as protected.

To verify existing functionality, I have not yet refactored the test class.
However, test class has many internal access to the paginated searcher cache
related code, they need to be cleaned up and separate testing for cache
management and general paginated searcher usage.
The test class refactoring is not part of the scope of this change.

Change-Id: I8a0be352fc5a77383844b687739218ba1185a7b7",,,
https://github.com/vmware/xenon/commit/901cc26c126d6097b395ad2cb95b9e820b7cdd78,"Revert ""Subclass IndexSearcher to store more metadata""

This reverts commit 0dbd3b9b01d01faf347b08f13ca00b719b937558.
The original commit increses the frequency of issues described in
https://www.pivotaltracker.com/story/show/131520613

Change-Id: I37c4a958d5d08960bd172cf735c789c09682fe02",,,
https://github.com/vmware/xenon/commit/0dbd3b9b01d01faf347b08f13ca00b719b937558,"Subclass IndexSearcher to store more metadata

Store the IndexSearcher with the creation/update timestamps
to remove map lookups.
This is also the base of a future refactoring.

Change-Id: I475d97b0f9ba5f24cb2075830810d0433380e0df",,,
https://github.com/vmware/xenon/commit/a561d76a8e092644dedf127692a06b1e2c261a31,"Fix paginated searcher cache removal bug

When expiring paginated searchers by handleMaintenance, it was checking the
refCount for each searcher and only removed entries with refCount=0 from
byExpiration cache. This introduced paginated searcher cache inconsistency
between byCreation and byExpiration maps.
Since expiration time has passed, all searchers need to be expired regardless
of refCount number.

In this commit, fixed the issue and added a unittest to represent the usecase.

Change-Id: Id9fd64ecfcb75345d916b87cc19becfd81ac5774",,,
https://github.com/vmware/xenon/commit/9473f69586f1c8cf3f5da14ce3d9e981bfb2fb76,"Keep track of old config value in TestXenonConfiguration

Instead of manually restore each config change, keep track of old values
and single restore method to restore all old values.

Change-Id: I7afd567e1df24b2c1fc41c77ce47aaf0259e3d99",,,
https://github.com/vmware/xenon/commit/c059c6f5eee35fd727614b59ba8e92a12c2ab72d,"Track stop match for standing queries

This query option tracks if a standing query no longer matches
an update to the index.

Change-Id: Ie34dde970451fa99f12d3e5955daf8fe3645cda8",,,
https://github.com/vmware/xenon/commit/52bac1adf7f2841dd035f349ab0fd0bb4668c69d,"Unit test in container

1. Provide ContainerVerificationHost to deploy
test nodes in containers.
2. Container is configurable through xenon property
3. Provide unified container log/metrics collection
in realtime

see docker/README.md for example

Change-Id: I6af6521e247269ee271a89304f67a95a22a58701",,,
https://github.com/vmware/xenon/commit/7747cb95df8855ddcf8bfab1248ede44b7078b0f,"Make `SINGLE_USE` query shares paginated index searcher

Added reference count to PaginatedSearcherInfo.
By doing this, now `SINGLE_USE` query can share index searchers, and
resource cost of using `SINGLE_USE` query becomes same as regular query.

Change-Id: I387df5821a4312f739c816d86f671cc595648d24",,,
https://github.com/vmware/xenon/commit/c91b87a16048c62ef404821de01da199219042e7,"Delete read query pages in synch task

Since `SynchronizationTask` only moves forward query result pages, once it has
successfully read the query result, those query pages are no longer needed.

In this changeset, synch tasks removes query result page every time it read the
result.  Also, deletion of `BroadCastQueryPageService` is updated to cascade
deletes associated query page results.  Thus, deletion of result page in synch
task also deletes associated query result pages.  In addition, `FORWARD_ONLY`
query option is added to the synch query since it only moves forward the result
pages.

https://www.pivotaltracker.com/story/show/150938629

Change-Id: I67ec8d6e779aad6962c658c84a9a20fe98a6d8bb",,,
https://github.com/vmware/xenon/commit/de7bca7f16851bf8a52451b2ac18897370b1f87a,"Optimize WILDCARD and PREFIX queries that matches all documents

If the query is a WILDCARD or a PREFIX match for all documents
based onself link there is no reason why we need to pay the cost
of doing an index lookup, but instead use a lucene optimization
to bypass any lookup

The number of terms based on a selfLink equals the size of the
index making broad lookups very expesnive on a large index

Change-Id: I88243d76d4f1df5e1ed4398108582f1c72c679f5",,,
https://github.com/vmware/xenon/commit/496b5ecd18ab841a884b20acda93bab32bce1508,"Make executor worker-queue-size configurable in index-service

Make following executor worker queue size configurable:
- LuceneDocumentIndexService#privateQueryExecutor
- LuceneDocumentIndexService#privateIndexingExecutor

Change-Id: I47ccb91dbbe5604cdfee43ca151c903ef4d5ee4f",,,
https://github.com/vmware/xenon/commit/15a499cdee507a6b439a666a1bbf990e5aa5e290,"Fix ""OOM unable to create new native thread"" in test

Running all tests on osx was failing due to
""java.lang.OutOfMemoryError: unable to create new native thread""

When I checked threads, there were many ""jaeger.RemoteReporter-QueueProcessor""
threads. In `TracerFactoryTest`, it was not cleaning up system property, and
left over value kept creating jaeger tracer that spawns a new thread.

Fixed by resetting the modified system property during test.

Change-Id: I34eee86770b406ae4fda1102859d6b1d598352ba",,,
https://github.com/vmware/xenon/commit/b84a7bd8b52114f875a649da98da00902b3584ad,"Fix in testClientDisconnects

Change-Id: Iaa1d5e6a7584ee7aa72f9821511747fdc15a7972",,,
https://github.com/vmware/xenon/commit/35a241d7f20790be016693b2291a4e99a31aa5e9,"Add `FORWARD_ONLY` query option

When `FORWARD_ONLY` query option is specified, query result will NOT create
previous page links.

Main purpose of this option is to reduce resource consumption for broadcast
query result.  When broadcast query result page receives GET request, it
automatically creates two new pages(`BroadCastQueryPageService`) - one for next
page, and the other for previous page.  With `FORWARD_ONLY` option, broadcast
query now only creates next page.

This change is relates to the changeset deleting query pages in synch task.

Change-Id: I6681d25755c12998ae8752e9841f42eab6d4c1a3",,,
https://github.com/vmware/xenon/commit/5fc7777301916d02bd3320c5f99d70546bb466da,"Add AssertJ to improve assertions in tests

Add AssertJ as a test scoped optional dependency.
Also, updated `TestExampleService` as an example to improve assertions.

Change-Id: Ia0c9d3861e175504eb823e23e3b19644e0dd2653",,,
https://github.com/vmware/xenon/commit/317319efec7d09733426962c656daa37b6763d90,"Improvements in Server Sent Events

- Server Sent Events were not working when hosted in
  AWS. The issue turned out to be a minor bug in how
  Xenon starts an event stream. The Transfer-Encoding
  header with value set to chunked was missing from the
  start event stream response. The AWS elb considered
  the response non-compliant as per the http RFC and
  returned a 502 error. This change adds the Transfer-
  Encoding header and that addresses the issue.
- The existing SSE implementation did not provide a
  mechanism to determine if the client received the
  event or whether the client has already disconnected.
  This change adds a completion callback to the event
  object that can be optionally used by the callers to
  know if events have successfully pushed to the downstream
  client.

Change-Id: I428452677d829d3e0cfa0853b624023dcef331a4",,,
https://github.com/vmware/xenon/commit/c9ec502921ba4bcb507c1c9718b8e7022ec0bd33,"Add small delay on searcher expiration created by QueryTask

Expiration of QueryPageService and close of paginated searcher happen
asynchronously.
To guarantee existence of index-searcher while QueryPageService is
available, add a small delay on paginated searcher expiration.

https://www.pivotaltracker.com/n/projects/1471320/stories/152518950

Change-Id: Iacc1f78cea102e42c97a4d4cbc5d4dc59067ff8a",,,
https://github.com/vmware/xenon/commit/513611f98be0bf4e90ae38a8da3cc1eb46211dfc,"Expose tracing status on ServiceHost.state

Expose whether tracing is enabled or not on the ServiceHost state so
that it can be queried. It cannot be set remotely nor safely persisted
across host invocations, so it is marked transient.

Also fix a detected race in the tracing end to end test, and cleanup
some redundant conditions around executor decoration that were added
but end up being too invasive.

Change-Id: I8f1e153e1ea01eb311ab5b5879a05d1cc18b5d0e",,,
https://github.com/vmware/xenon/commit/4cf2ef105819a39cc409a6ca54dc256dec41aa02,"Exclude fields with docValue from cache

Fields that have dvGen > -1 don't cache well and this explain
the low cache hit rate on update-heavy workloads.

Change-Id: I5cf251c14b72efb6a6d845ec8a9fcacb646fa4dc",,,
https://github.com/vmware/xenon/commit/b4cf8ab3f1d97c7672a9f5bce8eb3505dc88a3f7,"Remove dead code in logging package

Reduce needless copying when construction message, this has won about ~5k
logs per second. Logging format is unchanged.

The big change is the use of Thread.getStackTraceElement() which make logging
5 times faster. Probably because it does not create a defensive copy of the
whole stack trace.

For Java9 there is a better solution:
https://docs.oracle.com/javase/9/docs/api/java/lang/StackWalker.html and this
code must be revisited after upgrade to Java9.

Before and After:

Benchmark                              Mode  Cnt    Score    Error   Units
LoggingBenchmark.methodAwareLogger    thrpt   60   75.096 ±  2.978  ops/ms
LoggingBenchmark.methodAwareLogger    thrpt   60  377.917 ± 17.210  ops/ms

Change-Id: Ifba7266e53d130df5411b7dcf49c31e1cf474bdc",,,
https://github.com/vmware/xenon/commit/9292d43357755124eb55190bb322debecb678302,"Fix synch failure due to query page GET timeout

https://www.pivotaltracker.com/n/projects/1471320/stories/152518950

During synchronization we issue a broadcast paginated query to find the
factory's children, then a GET to fetch each query page. The GET is given a
relatively short timeout - a 1/3 of the host operation's timeout - which
times out under heavy load (typically when netty connections expire which
causes a delay).

The fix is to use the full host operation's timeout, which can be set
by the application to deal with heavy load.

Change-Id: I655d7dea384af387dccba5b95e0c36fcf195a317",,,
https://github.com/vmware/xenon/commit/7dd81b8f0b7587e1d6f6657e32e3d9b39287ad72,"Instrument time spent waiting in queues

Add a span to represent the time spent in queues around the key
executors that handle user work, using a new helper to decorate
ExecutorService instances and factor out common code.

When tracing is inactive (a no-op tracer is installed), the
factory function will return the underlying service giving a
zero-overhead footprint.

Change-Id: Iebd705bb55a41e3d15bcd4fb6938e1a1c75354b8",,,
https://github.com/vmware/xenon/commit/8776252af5a8c9f4a29fa7418b709e8f7156e0bb,"Update docs on Tracing configuration.

Change-Id: I48314a0b405d2fd22d5949b72fd47024e0490d5a",,,
https://github.com/vmware/xenon/commit/f80e441f1be7a132838a2ef44f8157a8612d688a,"Change QueryTaskClientHelper to respect config convention

Full backward compatiblity is preserved, even an obvious bug.

New config takes precedence.

The following three lines have the same effect and the first one
that is set will be respected:

  1. -Dxenon.QueryTaskClientHelper.retryInterval=1s
  2. export XENON_QUERY_TASK_CLIENT_HELPER_RETRY_INTERVAL=1s
  3. -Dxenon.querytaskclienthelper.query.retry.interval.millis=1000

Change-Id: I8930e87242869465b11d576a984caa5bf57f123a",,,
https://github.com/vmware/xenon/commit/a9166842bd1724da084e3e78fb8e3d426de65631,"Add missing service to OperationProcessingContext

StatefullService Filter typically need access to the Service State.
e.g. checking some condition against current state.

This make sure OperationProcessingContext.getService() is set.

Change-Id: I4f8b810d4b5ddfb6b233986f7cf9a9363d498680",,,
https://github.com/vmware/xenon/commit/873185d30ec527c2af2040a9b3dc3ce3aaa9bafc,"Trivial: fix inverted condition for host.tracingEnabled

Change-Id: I48b667f76b248f2aa03e4ee31f251ca8da53f1c9",,,
https://github.com/vmware/xenon/commit/7c10c93ec1ce1a397e8b37e6adeabf474795c263,"Reduce overhead if no-op tracing is used

Wrap all references to the tracer in ServiceHost to skip
opentracing in general.

Even if I've missed a spot that will not affect correctness but
to more methods being called with no need to do so.

Small refactorings allong the way to reduce code duplication.

Change-Id: Ie0dc952f7e92c7e9a42de330f502c3beddde4ff6",,,
https://github.com/vmware/xenon/commit/38db933bcbaea69fe790a0fe31e4da14a3903893,"Mark 1.6.2-SNAPSHOT for development

Change-Id: I0789f2907d8524a4397185e33aae0096d2f1a2c1",,,
https://github.com/vmware/xenon/commit/57cf15acb8237261a7506ac85bb7a4c5871d919d,"Mark 1.6.1-SNAPSHOT for development

Change-Id: Ic0e34a68bb83537d49d1df44fae640df0625ed2e",,,
https://github.com/vmware/xenon/commit/087c04628bd0e899ae868f149ae9da7a91e392f3,"Mark 1.6.0 for release

Change-Id: I16f9ddf4565415a805ff8652f0b797fb355732dd",,,
https://github.com/vmware/xenon/commit/cc229126bb1e8564d309de6015f3ebfd51c6ecf3,"Streamline Xenon configuration reading

This change aims to do this:
* introduce a single entrypoint to access global config params from the
   environemnt

* Promote convention when introducing config params in the form of
  InterestedClass.propName. All configs that don't adhere to this convention
  are still read the old way.

* Enable reading configs from both sysprops and env vars: these two are
  equivalent:
  -Dxenon.MyConfigs.key=value
  export XENON_MY_CONFIG_KEY=value

  This makes it easier to parameterize xenon when run in container/pod.
  Inspired by https://github.com/kelseyhightower/envconfig.

* User friendliness: durations can be given in millis, seconds,
  minutes, hours, days; micros are the default. These are equivalent:
  1h = 3600s = 3600000ms = 3600000000

* User friendliness: number parameters understand K,M,G suffixes. These
  are all equivalent:
  1M = 1m = 1024K = 1024k = ....

* Standadrd API to modify/restore configuration for test

* Clean-up constants used only in a scope of a few line (the property names and
  defaults)

* Debuggability: during host start, all properties read log why they get this
  value and whether the default is used (inspired by Java's  -XX:+PrintFlagsFinal)

All places when a config is read are changed to use the new API. This API is
not considered public yet. It may be advertised as such once stable enough.

https://www.pivotaltracker.com/story/show/151027195

Change-Id: I38d85dcaa25df3d12eeabf5fdc8a6b9cf63449f1",,,
https://github.com/vmware/xenon/commit/e23a3ddd2054714484d56a9825f28bc5d954571b,"Optimize the document Id validation

Change-Id: I08efc4a60802cead9104f1f9edc973b76272d7d2",,,
https://github.com/vmware/xenon/commit/d54d517222a96edfbbec7c9313ad1cadf3ad30e5,"Add stats for available netty connections

Change-Id: I8ff8cdcbb62ed694526bec22a1137a15a100ba04",,,
https://github.com/vmware/xenon/commit/8350a892d873e10a1073ebebd163b5116239ba9f,"Make RoundRobinOperationQueue bounded

Until now, only OperationQueue has had upper limit allowing
for a leak with slow/too many queries.
The queue depth defaults to Service.OPERATION_QUEUE_DEFAULT_LIMIT.

Change-Id: I0990829f1fd1364a7258eb1553140e56d7def42c",,,
